State,District,Year,Crime_Category,Crime_Category_Code,Total_Cases
Karnataka,Bengaluru Rural,2022,Crime_Against_SC,SC,88
Karnataka,Bengaluru Urban,2022,Crime_Against_SC,SC,231
Karnataka,Bidar,2022,Crime_Against_SC,SC,37
Karnataka,Chamarajanagara,2022,Crime_Against_SC,SC,21
Karnataka,Chikkaballapura,2022,Crime_Against_SC,SC,62
Karnataka,Chikkamagaluru,2022,Crime_Against_SC,SC,97
Karnataka,Chitradurga,2022,Crime_Against_SC,SC,52
Karnataka,Dakshina Kannada,2022,Crime_Against_SC,SC,48
Karnataka,Davanagere,2022,Crime_Against_SC,SC,52
Karnataka,Dharwad,2022,Crime_Against_SC,SC,72
Karnataka,Gadag,2022,Crime_Against_SC,SC,35
Karnataka,Hassan,2022,Crime_Against_SC,SC,101
Karnataka,Haveri,2022,Crime_Against_SC,SC,42
Karnataka,Kalaburagi,2022,Crime_Against_SC,SC,103
Karnataka,Kodagu,2022,Crime_Against_SC,SC,24
Karnataka,Kolar,2022,Crime_Against_SC,SC,88
Karnataka,Koppal,2022,Crime_Against_SC,SC,29
Karnataka,Mandya,2022,Crime_Against_SC,SC,60
Karnataka,Mysuru,2022,Crime_Against_SC,SC,59
Karnataka,Raichur,2022,Crime_Against_SC,SC,60
Karnataka,Ramanagara,2022,Crime_Against_SC,SC,68
Karnataka,Shivamogga,2022,Crime_Against_SC,SC,102
Karnataka,Tumakuru,2022,Crime_Against_SC,SC,84
Karnataka,Udupi,2022,Crime_Against_SC,SC,44
Karnataka,Uttara Kannada,2022,Crime_Against_SC,SC,16
Karnataka,Vijayanagara,2022,Crime_Against_SC,SC,18
Karnataka,Vijayapura,2022,Crime_Against_SC,SC,71
Karnataka,Yadgir,2022,Crime_Against_SC,SC,40
Karnataka,Bagalkot,2023,Crime_Against_SC,SC,37
Karnataka,Ballari,2023,Crime_Against_SC,SC,19
Karnataka,Belagavi,2023,Crime_Against_SC,SC,83
Karnataka,Bengaluru Rural,2023,Crime_Against_SC,SC,88
Karnataka,Bengaluru Urban,2023,Crime_Against_SC,SC,285
Karnataka,Bidar,2023,Crime_Against_SC,SC,35
Karnataka,Chamarajanagara,2023,Crime_Against_SC,SC,32
Karnataka,Chikkaballapura,2023,Crime_Against_SC,SC,55
Karnataka,Chikkamagaluru,2023,Crime_Against_SC,SC,75
Karnataka,Chitradurga,2023,Crime_Against_SC,SC,36
Karnataka,Dakshina Kannada,2023,Crime_Against_SC,SC,59
Karnataka,Davanagere,2023,Crime_Against_SC,SC,65
Karnataka,Dharwad,2023,Crime_Against_SC,SC,53
Karnataka,Gadag,2023,Crime_Against_SC,SC,26
Karnataka,Hassan,2023,Crime_Against_SC,SC,80
Karnataka,Haveri,2023,Crime_Against_SC,SC,33
Karnataka,Kalaburagi,2023,Crime_Against_SC,SC,91
Karnataka,Kodagu,2023,Crime_Against_SC,SC,32
Karnataka,Kolar,2023,Crime_Against_SC,SC,74
Karnataka,Koppal,2023,Crime_Against_SC,SC,17
Karnataka,Mandya,2023,Crime_Against_SC,SC,68
Karnataka,Mysuru,2023,Crime_Against_SC,SC,86
Karnataka,Raichur,2023,Crime_Against_SC,SC,47
Karnataka,Ramanagara,2023,Crime_Against_SC,SC,93
Karnataka,Shivamogga,2023,Crime_Against_SC,SC,92
Karnataka,Tumakuru,2023,Crime_Against_SC,SC,81
Karnataka,Udupi,2023,Crime_Against_SC,SC,35
Karnataka,Uttara Kannada,2023,Crime_Against_SC,SC,31
Karnataka,Vijayanagara,2023,Crime_Against_SC,SC,26
Karnataka,Vijayapura,2023,Crime_Against_SC,SC,67
Karnataka,Yadgir,2023,Crime_Against_SC,SC,22
Karnataka,Bagalkot,2024,Crime_Against_SC,SC,49
Karnataka,Ballari,2024,Crime_Against_SC,SC,26
Karnataka,Belagavi,2024,Crime_Against_SC,SC,115
Karnataka,Bengaluru Rural,2024,Crime_Against_SC,SC,107
Karnataka,Bengaluru Urban,2024,Crime_Against_SC,SC,280
Karnataka,Bidar,2024,Crime_Against_SC,SC,34
Karnataka,Chamarajanagara,2024,Crime_Against_SC,SC,29
Karnataka,Chikkaballapura,2024,Crime_Against_SC,SC,41
Karnataka,Chikkamagaluru,2024,Crime_Against_SC,SC,43
Karnataka,Chitradurga,2024,Crime_Against_SC,SC,44
Karnataka,Dakshina Kannada,2024,Crime_Against_SC,SC,39
Karnataka,Davanagere,2024,Crime_Against_SC,SC,51
Karnataka,Dharwad,2024,Crime_Against_SC,SC,69
Karnataka,Gadag,2024,Crime_Against_SC,SC,30
Karnataka,Hassan,2024,Crime_Against_SC,SC,98
Karnataka,Haveri,2024,Crime_Against_SC,SC,36
Karnataka,Kalaburagi,2024,Crime_Against_SC,SC,108
Karnataka,Kodagu,2024,Crime_Against_SC,SC,25
Karnataka,Kolar,2024,Crime_Against_SC,SC,67
Karnataka,Koppal,2024,Crime_Against_SC,SC,39
Karnataka,Mandya,2024,Crime_Against_SC,SC,66
Karnataka,Mysuru,2024,Crime_Against_SC,SC,54
Karnataka,Raichur,2024,Crime_Against_SC,SC,52
Karnataka,Ramanagara,2024,Crime_Against_SC,SC,53
Karnataka,Shivamogga,2024,Crime_Against_SC,SC,109
Karnataka,Tumakuru,2024,Crime_Against_SC,SC,102
Karnataka,Udupi,2024,Crime_Against_SC,SC,43
Karnataka,Uttara Kannada,2024,Crime_Against_SC,SC,41
Karnataka,Vijayanagara,2024,Crime_Against_SC,SC,16
Karnataka,Vijayapura,2024,Crime_Against_SC,SC,97
Karnataka,Yadgir,2024,Crime_Against_SC,SC,51
Karnataka,Bagalkot,2021,Special_Local_Laws,SLL,804
Karnataka,Ballari,2021,Special_Local_Laws,SLL,2365
Karnataka,Belagavi,2021,Special_Local_Laws,SLL,1844
Karnataka,Bengaluru Rural,2021,Special_Local_Laws,SLL,737
Karnataka,Bengaluru Urban,2021,Special_Local_Laws,SLL,14762
Karnataka,Bidar,2021,Special_Local_Laws,SLL,756
Karnataka,Chamarajanagara,2021,Special_Local_Laws,SLL,754
Karnataka,Chikkaballapura,2021,Special_Local_Laws,SLL,1679
Karnataka,Chikkamagaluru,2021,Special_Local_Laws,SLL,1033
Karnataka,Chitradurga,2021,Special_Local_Laws,SLL,873
Karnataka,Dakshina Kannada,2021,Special_Local_Laws,SLL,1091
Karnataka,Davanagere,2021,Special_Local_Laws,SLL,1158
Karnataka,Dharwad,2021,Special_Local_Laws,SLL,1715
Karnataka,Gadag,2021,Special_Local_Laws,SLL,709
Karnataka,Hassan,2021,Special_Local_Laws,SLL,1634
Karnataka,Haveri,2021,Special_Local_Laws,SLL,817
Karnataka,Kalaburagi,2021,Special_Local_Laws,SLL,1191
Karnataka,Kodagu,2021,Special_Local_Laws,SLL,336
Karnataka,Kolar,2021,Special_Local_Laws,SLL,690
Karnataka,Koppal,2021,Special_Local_Laws,SLL,901
Karnataka,Mandya,2021,Special_Local_Laws,SLL,1207
Karnataka,Mysuru,2021,Special_Local_Laws,SLL,1934
Karnataka,Raichur,2021,Special_Local_Laws,SLL,942
Karnataka,Ramanagara,2021,Special_Local_Laws,SLL,942
Karnataka,Shivamogga,2021,Special_Local_Laws,SLL,1642
Karnataka,Tumakuru,2021,Special_Local_Laws,SLL,1909
Karnataka,Udupi,2021,Special_Local_Laws,SLL,420
Karnataka,Uttara Kannada,2021,Special_Local_Laws,SLL,1048
Karnataka,Vijayapura,2021,Special_Local_Laws,SLL,1461
Karnataka,Yadgir,2021,Special_Local_Laws,SLL,584
Karnataka,Bagalkot,2022,Special_Local_Laws,SLL,735
Karnataka,Ballari,2022,Special_Local_Laws,SLL,1434
Karnataka,Belagavi,2022,Special_Local_Laws,SLL,1730
Karnataka,Bengaluru Rural,2022,Special_Local_Laws,SLL,961
Karnataka,Bengaluru Urban,2022,Special_Local_Laws,SLL,17521
Karnataka,Bidar,2022,Special_Local_Laws,SLL,886
Karnataka,Chamarajanagara,2022,Special_Local_Laws,SLL,668
Karnataka,Chikkaballapura,2022,Special_Local_Laws,SLL,1743
Karnataka,Chikkamagaluru,2022,Special_Local_Laws,SLL,1096
Karnataka,Chitradurga,2022,Special_Local_Laws,SLL,1264
Karnataka,Dakshina Kannada,2022,Special_Local_Laws,SLL,952
Karnataka,Davanagere,2022,Special_Local_Laws,SLL,995
Karnataka,Dharwad,2022,Special_Local_Laws,SLL,1675
Karnataka,Gadag,2022,Special_Local_Laws,SLL,856
Karnataka,Hassan,2022,Special_Local_Laws,SLL,1189
Karnataka,Haveri,2022,Special_Local_Laws,SLL,767
Karnataka,Kalaburagi,2022,Special_Local_Laws,SLL,1432
Karnataka,Kodagu,2022,Special_Local_Laws,SLL,284
Karnataka,Kolar,2022,Special_Local_Laws,SLL,730
Karnataka,Koppal,2022,Special_Local_Laws,SLL,893
Karnataka,Mandya,2022,Special_Local_Laws,SLL,781
Karnataka,Mysuru,2022,Special_Local_Laws,SLL,1735
Karnataka,Raichur,2022,Special_Local_Laws,SLL,1348
Karnataka,Ramanagara,2022,Special_Local_Laws,SLL,1720
Karnataka,Shivamogga,2022,Special_Local_Laws,SLL,1500
Karnataka,Tumakuru,2022,Special_Local_Laws,SLL,1524
Karnataka,Udupi,2022,Special_Local_Laws,SLL,566
Karnataka,Uttara Kannada,2022,Special_Local_Laws,SLL,1202
Karnataka,Vijayanagara,2022,Special_Local_Laws,SLL,1091
Karnataka,Vijayapura,2022,Special_Local_Laws,SLL,1438
Karnataka,Yadgir,2022,Special_Local_Laws,SLL,508
Karnataka,Bagalkot,2023,Special_Local_Laws,SLL,985
Karnataka,Ballari,2023,Special_Local_Laws,SLL,1386
Karnataka,Belagavi,2023,Special_Local_Laws,SLL,2223
Karnataka,Bengaluru Rural,2023,Special_Local_Laws,SLL,1853
Karnataka,Bengaluru Urban,2023,Special_Local_Laws,SLL,26883
Karnataka,Bidar,2023,Special_Local_Laws,SLL,1224
Karnataka,Chamarajanagara,2023,Special_Local_Laws,SLL,717
Karnataka,Chikkaballapura,2023,Special_Local_Laws,SLL,1223
Karnataka,Chikkamagaluru,2023,Special_Local_Laws,SLL,1211
Karnataka,Chitradurga,2023,Special_Local_Laws,SLL,1545
Karnataka,Dakshina Kannada,2023,Special_Local_Laws,SLL,1651
Karnataka,Davanagere,2023,Special_Local_Laws,SLL,1170
Karnataka,Dharwad,2023,Special_Local_Laws,SLL,1860
Karnataka,Gadag,2023,Special_Local_Laws,SLL,958
Karnataka,Hassan,2023,Special_Local_Laws,SLL,1200
Karnataka,Haveri,2023,Special_Local_Laws,SLL,885
Karnataka,Kalaburagi,2023,Special_Local_Laws,SLL,1743
Karnataka,Kodagu,2023,Special_Local_Laws,SLL,535
Karnataka,Kolar,2023,Special_Local_Laws,SLL,1134
Karnataka,Koppal,2023,Special_Local_Laws,SLL,927
Karnataka,Mandya,2023,Special_Local_Laws,SLL,1032
Karnataka,Mysuru,2023,Special_Local_Laws,SLL,1598
Karnataka,Raichur,2023,Special_Local_Laws,SLL,1445
Karnataka,Ramanagara,2023,Special_Local_Laws,SLL,1089
Karnataka,Shivamogga,2023,Special_Local_Laws,SLL,1750
Karnataka,Tumakuru,2023,Special_Local_Laws,SLL,1809
Karnataka,Udupi,2023,Special_Local_Laws,SLL,877
Karnataka,Uttara Kannada,2023,Special_Local_Laws,SLL,1035
Karnataka,Vijayanagara,2023,Special_Local_Laws,SLL,1341
Karnataka,Vijayapura,2023,Special_Local_Laws,SLL,1403
Karnataka,Yadgir,2023,Special_Local_Laws,SLL,799
Karnataka,Bagalkot,2024,Special_Local_Laws,SLL,921
Karnataka,Ballari,2024,Special_Local_Laws,SLL,1387
Karnataka,Belagavi,2024,Special_Local_Laws,SLL,2201
Karnataka,Bengaluru Rural,2024,Special_Local_Laws,SLL,1607
Karnataka,Bengaluru Urban,2024,Special_Local_Laws,SLL,22840
Karnataka,Bidar,2024,Special_Local_Laws,SLL,874
Karnataka,Chamarajanagara,2024,Special_Local_Laws,SLL,728
Karnataka,Chikkaballapura,2024,Special_Local_Laws,SLL,1183
Karnataka,Chikkamagaluru,2024,Special_Local_Laws,SLL,1062
Karnataka,Chitradurga,2024,Special_Local_Laws,SLL,1366
Karnataka,Dakshina Kannada,2024,Special_Local_Laws,SLL,1963
Karnataka,Davanagere,2024,Special_Local_Laws,SLL,1302
Karnataka,Dharwad,2024,Special_Local_Laws,SLL,1652
Karnataka,Gadag,2024,Special_Local_Laws,SLL,932
Karnataka,Hassan,2024,Special_Local_Laws,SLL,1103
Karnataka,Haveri,2024,Special_Local_Laws,SLL,1001
Karnataka,Kalaburagi,2024,Special_Local_Laws,SLL,1480
Karnataka,Kodagu,2024,Special_Local_Laws,SLL,492
Karnataka,Kolar,2024,Special_Local_Laws,SLL,797
Karnataka,Koppal,2024,Special_Local_Laws,SLL,1021
Karnataka,Mandya,2024,Special_Local_Laws,SLL,1156
Karnataka,Mysuru,2024,Special_Local_Laws,SLL,1362
Karnataka,Raichur,2024,Special_Local_Laws,SLL,1464
Karnataka,Ramanagara,2024,Special_Local_Laws,SLL,805
Karnataka,Shivamogga,2024,Special_Local_Laws,SLL,1825
Karnataka,Tumakuru,2024,Special_Local_Laws,SLL,1862
Karnataka,Udupi,2024,Special_Local_Laws,SLL,645
Karnataka,Uttara Kannada,2024,Special_Local_Laws,SLL,906
Karnataka,Vijayanagara,2024,Special_Local_Laws,SLL,1291
Karnataka,Vijayapura,2024,Special_Local_Laws,SLL,1328
Karnataka,Yadgir,2024,Special_Local_Laws,SLL,898
Karnataka,Bagalkot,2021,Crime_Against_ST,ST,10
Karnataka,Ballari,2021,Crime_Against_ST,ST,18
Karnataka,Belagavi,2021,Crime_Against_ST,ST,22
Karnataka,Bengaluru Rural,2021,Crime_Against_ST,ST,11
Karnataka,Bengaluru Urban,2021,Crime_Against_ST,ST,12
Karnataka,Bidar,2021,Crime_Against_ST,ST,6
Karnataka,Chamarajanagara,2021,Crime_Against_ST,ST,7
Karnataka,Chikkaballapura,2021,Crime_Against_ST,ST,18
Karnataka,Chikkamagaluru,2021,Crime_Against_ST,ST,13
Karnataka,Chitradurga,2021,Crime_Against_ST,ST,13
Karnataka,Dakshina Kannada,2021,Crime_Against_ST,ST,14
Karnataka,Davanagere,2021,Crime_Against_ST,ST,22
Karnataka,Dharwad,2021,Crime_Against_ST,ST,19
Karnataka,Gadag,2021,Crime_Against_ST,ST,10
Karnataka,Hassan,2021,Crime_Against_ST,ST,7
Karnataka,Haveri,2021,Crime_Against_ST,ST,20
Karnataka,Kalaburagi,2021,Crime_Against_ST,ST,6
Karnataka,Kodagu,2021,Crime_Against_ST,ST,4
Karnataka,Kolar,2021,Crime_Against_ST,ST,4
Karnataka,Koppal,2021,Crime_Against_ST,ST,18
Karnataka,Mandya,2021,Crime_Against_ST,ST,2
Karnataka,Mysuru,2021,Crime_Against_ST,ST,12
Karnataka,Raichur,2021,Crime_Against_ST,ST,27
Karnataka,Ramanagara,2021,Crime_Against_ST,ST,6
Karnataka,Shivamogga,2021,Crime_Against_ST,ST,10
Karnataka,Tumakuru,2021,Crime_Against_ST,ST,19
Karnataka,Udupi,2021,Crime_Against_ST,ST,7
Karnataka,Uttara Kannada,2021,Crime_Against_ST,ST,5
Karnataka,Vijayapura,2021,Crime_Against_ST,ST,7
Karnataka,Yadgir,2021,Crime_Against_ST,ST,12
Karnataka,Bagalkot,2022,Crime_Against_ST,ST,17
Karnataka,Ballari,2022,Crime_Against_ST,ST,16
Karnataka,Belagavi,2022,Crime_Against_ST,ST,36
Karnataka,Bengaluru Rural,2022,Crime_Against_ST,ST,4
Karnataka,Bengaluru Urban,2022,Crime_Against_ST,ST,16
Karnataka,Bidar,2022,Crime_Against_ST,ST,15
Karnataka,Chamarajanagara,2022,Crime_Against_ST,ST,4
Karnataka,Chikkaballapura,2022,Crime_Against_ST,ST,18
Karnataka,Chikkamagaluru,2022,Crime_Against_ST,ST,10
Karnataka,Chitradurga,2022,Crime_Against_ST,ST,13
Karnataka,Dakshina Kannada,2022,Crime_Against_ST,ST,18
Karnataka,Davanagere,2022,Crime_Against_ST,ST,15
Karnataka,Dharwad,2022,Crime_Against_ST,ST,16
Karnataka,Gadag,2022,Crime_Against_ST,ST,10
Karnataka,Hassan,2022,Crime_Against_ST,ST,6
Karnataka,Haveri,2022,Crime_Against_ST,ST,23
Karnataka,Kalaburagi,2022,Crime_Against_ST,ST,7
Karnataka,Kodagu,2022,Crime_Against_ST,ST,9
Karnataka,Kolar,2022,Crime_Against_ST,ST,11
Karnataka,Koppal,2022,Crime_Against_ST,ST,26
Karnataka,Mandya,2022,Crime_Against_ST,ST,4
Karnataka,Mysuru,2022,Crime_Against_ST,ST,13
Karnataka,Raichur,2022,Crime_Against_ST,ST,30
Karnataka,Ramanagara,2022,Crime_Against_ST,ST,6
Karnataka,Shivamogga,2022,Crime_Against_ST,ST,20
Karnataka,Tumakuru,2022,Crime_Against_ST,ST,26
Karnataka,Udupi,2022,Crime_Against_ST,ST,15
Karnataka,Uttara Kannada,2022,Crime_Against_ST,ST,6
Karnataka,Vijayanagara,2022,Crime_Against_ST,ST,15
Karnataka,Vijayapura,2022,Crime_Against_ST,ST,3
Karnataka,Yadgir,2022,Crime_Against_ST,ST,10
Karnataka,Bagalkot,2023,Crime_Against_ST,ST,9
Karnataka,Ballari,2023,Crime_Against_ST,ST,10
Karnataka,Belagavi,2023,Crime_Against_ST,ST,30
Karnataka,Bengaluru Rural,2023,Crime_Against_ST,ST,11
Karnataka,Bengaluru Urban,2023,Crime_Against_ST,ST,16
Karnataka,Bidar,2023,Crime_Against_ST,ST,8
Karnataka,Chamarajanagara,2023,Crime_Against_ST,ST,15
Karnataka,Chikkaballapura,2023,Crime_Against_ST,ST,20
Karnataka,Chikkamagaluru,2023,Crime_Against_ST,ST,9
Karnataka,Chitradurga,2023,Crime_Against_ST,ST,16
Karnataka,Dakshina Kannada,2023,Crime_Against_ST,ST,27
Karnataka,Davanagere,2023,Crime_Against_ST,ST,26
Karnataka,Dharwad,2023,Crime_Against_ST,ST,20
Karnataka,Gadag,2023,Crime_Against_ST,ST,14
Karnataka,Hassan,2023,Crime_Against_ST,ST,3
Karnataka,Haveri,2023,Crime_Against_ST,ST,27
Karnataka,Kalaburagi,2023,Crime_Against_ST,ST,5
Karnataka,Kodagu,2023,Crime_Against_ST,ST,11
Karnataka,Kolar,2023,Crime_Against_ST,ST,12
Karnataka,Koppal,2023,Crime_Against_ST,ST,17
Karnataka,Mandya,2023,Crime_Against_ST,ST,6
Karnataka,Mysuru,2023,Crime_Against_ST,ST,14
Karnataka,Raichur,2023,Crime_Against_ST,ST,34
Karnataka,Ramanagara,2023,Crime_Against_ST,ST,1
Karnataka,Shivamogga,2023,Crime_Against_ST,ST,15
Karnataka,Tumakuru,2023,Crime_Against_ST,ST,17
Karnataka,Udupi,2023,Crime_Against_ST,ST,11
Karnataka,Uttara Kannada,2023,Crime_Against_ST,ST,3
Karnataka,Vijayanagara,2023,Crime_Against_ST,ST,12
Karnataka,Vijayapura,2023,Crime_Against_ST,ST,3
Karnataka,Yadgir,2023,Crime_Against_ST,ST,12
Karnataka,Bagalkot,2024,Crime_Against_ST,ST,9
Karnataka,Ballari,2024,Crime_Against_ST,ST,10
Karnataka,Belagavi,2024,Crime_Against_ST,ST,23
Karnataka,Bengaluru Rural,2024,Crime_Against_ST,ST,6
Karnataka,Bengaluru Urban,2024,Crime_Against_ST,ST,23
Karnataka,Bidar,2024,Crime_Against_ST,ST,4
Karnataka,Chamarajanagara,2024,Crime_Against_ST,ST,8
Karnataka,Chikkaballapura,2024,Crime_Against_ST,ST,20
Karnataka,Chikkamagaluru,2024,Crime_Against_ST,ST,7
Karnataka,Chitradurga,2024,Crime_Against_ST,ST,13
Karnataka,Dakshina Kannada,2024,Crime_Against_ST,ST,15
Karnataka,Davanagere,2024,Crime_Against_ST,ST,19
Karnataka,Dharwad,2024,Crime_Against_ST,ST,21
Karnataka,Gadag,2024,Crime_Against_ST,ST,10
Karnataka,Hassan,2024,Crime_Against_ST,ST,2
Karnataka,Haveri,2024,Crime_Against_ST,ST,25
Karnataka,Kalaburagi,2024,Crime_Against_ST,ST,9
Karnataka,Kodagu,2024,Crime_Against_ST,ST,17
Karnataka,Kolar,2024,Crime_Against_ST,ST,6
Karnataka,Koppal,2024,Crime_Against_ST,ST,25
Karnataka,Mandya,2024,Crime_Against_ST,ST,1
Karnataka,Mysuru,2024,Crime_Against_ST,ST,17
Karnataka,Raichur,2024,Crime_Against_ST,ST,26
Karnataka,Ramanagara,2024,Crime_Against_ST,ST,1
Karnataka,Shivamogga,2024,Crime_Against_ST,ST,4
Karnataka,Tumakuru,2024,Crime_Against_ST,ST,23
Karnataka,Udupi,2024,Crime_Against_ST,ST,5
Karnataka,Uttara Kannada,2024,Crime_Against_ST,ST,9
Karnataka,Vijayanagara,2024,Crime_Against_ST,ST,12
Karnataka,Vijayapura,2024,Crime_Against_ST,ST,11
Karnataka,Yadgir,2024,Crime_Against_ST,ST,12
Karnataka,Bagalkot,2021,Crime_Against_Women,Women,279
Karnataka,Ballari,2021,Crime_Against_Women,Women,445
Karnataka,Belagavi,2021,Crime_Against_Women,Women,821
Karnataka,Bengaluru Rural,2021,Crime_Against_Women,Women,376
Karnataka,Bengaluru Urban,2021,Crime_Against_Women,Women,3127
Karnataka,Bidar,2021,Crime_Against_Women,Women,196
Karnataka,Chamarajanagara,2021,Crime_Against_Women,Women,272
Karnataka,Chikkaballapura,2021,Crime_Against_Women,Women,365
Karnataka,Chikkamagaluru,2021,Crime_Against_Women,Women,415
Karnataka,Chitradurga,2021,Crime_Against_Women,Women,479
Karnataka,Dakshina Kannada,2021,Crime_Against_Women,Women,391
Karnataka,Davanagere,2021,Crime_Against_Women,Women,424
Karnataka,Dharwad,2021,Crime_Against_Women,Women,287
Karnataka,Gadag,2021,Crime_Against_Women,Women,133
Karnataka,Hassan,2021,Crime_Against_Women,Women,578
Karnataka,Haveri,2021,Crime_Against_Women,Women,222
Karnataka,Kalaburagi,2021,Crime_Against_Women,Women,597
Karnataka,Kodagu,2021,Crime_Against_Women,Women,152
Karnataka,Kolar,2021,Crime_Against_Women,Women,293
Karnataka,Koppal,2021,Crime_Against_Women,Women,206
Karnataka,Mandya,2021,Crime_Against_Women,Women,576
Karnataka,Mysuru,2021,Crime_Against_Women,Women,710
Karnataka,Raichur,2021,Crime_Against_Women,Women,499
Karnataka,Ramanagara,2021,Crime_Against_Women,Women,394
Karnataka,Shivamogga,2021,Crime_Against_Women,Women,708
Karnataka,Tumakuru,2021,Crime_Against_Women,Women,460
Karnataka,Udupi,2021,Crime_Against_Women,Women,184
Karnataka,Uttara Kannada,2021,Crime_Against_Women,Women,250
Karnataka,Vijayapura,2021,Crime_Against_Women,Women,338
Karnataka,Yadgir,2021,Crime_Against_Women,Women,284
Karnataka,Bagalkot,2022,Crime_Against_Women,Women,318
Karnataka,Ballari,2022,Crime_Against_Women,Women,273
Karnataka,Belagavi,2022,Crime_Against_Women,Women,876
Karnataka,Bengaluru Rural,2022,Crime_Against_Women,Women,709
Karnataka,Bengaluru Urban,2022,Crime_Against_Women,Women,3924
Karnataka,Bidar,2022,Crime_Against_Women,Women,283
Karnataka,Chamarajanagara,2022,Crime_Against_Women,Women,270
Karnataka,Chikkaballapura,2022,Crime_Against_Women,Women,410
Karnataka,Chikkamagaluru,2022,Crime_Against_Women,Women,448
Karnataka,Chitradurga,2022,Crime_Against_Women,Women,641
Karnataka,Dakshina Kannada,2022,Crime_Against_Women,Women,426
Karnataka,Davanagere,2022,Crime_Against_Women,Women,574
Karnataka,Dharwad,2022,Crime_Against_Women,Women,350
Karnataka,Gadag,2022,Crime_Against_Women,Women,137
Karnataka,Hassan,2022,Crime_Against_Women,Women,650
Karnataka,Haveri,2022,Crime_Against_Women,Women,338
Karnataka,Kalaburagi,2022,Crime_Against_Women,Women,520
Karnataka,Kodagu,2022,Crime_Against_Women,Women,186
Karnataka,Kolar,2022,Crime_Against_Women,Women,453
Karnataka,Koppal,2022,Crime_Against_Women,Women,330
Karnataka,Mandya,2022,Crime_Against_Women,Women,610
Karnataka,Mysuru,2022,Crime_Against_Women,Women,971
Karnataka,Raichur,2022,Crime_Against_Women,Women,515
Karnataka,Ramanagara,2022,Crime_Against_Women,Women,605
Karnataka,Shivamogga,2022,Crime_Against_Women,Women,816
Karnataka,Tumakuru,2022,Crime_Against_Women,Women,712
Karnataka,Udupi,2022,Crime_Against_Women,Women,231
Karnataka,Uttara Kannada,2022,Crime_Against_Women,Women,334
Karnataka,Vijayanagara,2022,Crime_Against_Women,Women,257
Karnataka,Vijayapura,2022,Crime_Against_Women,Women,404
Karnataka,Yadgir,2022,Crime_Against_Women,Women,233
Karnataka,Bagalkot,2023,Crime_Against_Women,Women,347
Karnataka,Ballari,2023,Crime_Against_Women,Women,331
Karnataka,Belagavi,2023,Crime_Against_Women,Women,875
Karnataka,Bengaluru Rural,2023,Crime_Against_Women,Women,797
Karnataka,Bengaluru Urban,2023,Crime_Against_Women,Women,4870
Karnataka,Bidar,2023,Crime_Against_Women,Women,302
Karnataka,Chamarajanagara,2023,Crime_Against_Women,Women,359
Karnataka,Chikkaballapura,2023,Crime_Against_Women,Women,406
Karnataka,Chikkamagaluru,2023,Crime_Against_Women,Women,489
Karnataka,Chitradurga,2023,Crime_Against_Women,Women,703
Karnataka,Dakshina Kannada,2023,Crime_Against_Women,Women,495
Karnataka,Davanagere,2023,Crime_Against_Women,Women,629
Karnataka,Dharwad,2023,Crime_Against_Women,Women,418
Karnataka,Gadag,2023,Crime_Against_Women,Women,206
Karnataka,Hassan,2023,Crime_Against_Women,Women,741
Karnataka,Haveri,2023,Crime_Against_Women,Women,321
Karnataka,Kalaburagi,2023,Crime_Against_Women,Women,637
Karnataka,Kodagu,2023,Crime_Against_Women,Women,219
Karnataka,Kolar,2023,Crime_Against_Women,Women,511
Karnataka,Koppal,2023,Crime_Against_Women,Women,261
Karnataka,Mandya,2023,Crime_Against_Women,Women,694
Karnataka,Mysuru,2023,Crime_Against_Women,Women,1078
Karnataka,Raichur,2023,Crime_Against_Women,Women,514
Karnataka,Ramanagara,2023,Crime_Against_Women,Women,594
Karnataka,Shivamogga,2023,Crime_Against_Women,Women,905
Karnataka,Tumakuru,2023,Crime_Against_Women,Women,890
Karnataka,Udupi,2023,Crime_Against_Women,Women,236
Karnataka,Uttara Kannada,2023,Crime_Against_Women,Women,401
Karnataka,Vijayanagara,2023,Crime_Against_Women,Women,387
Karnataka,Vijayapura,2023,Crime_Against_Women,Women,476
Karnataka,Yadgir,2023,Crime_Against_Women,Women,224
Karnataka,Bagalkot,2024,Crime_Against_Women,Women,340
Karnataka,Ballari,2024,Crime_Against_Women,Women,319
Karnataka,Belagavi,2024,Crime_Against_Women,Women,828
Karnataka,Bengaluru Rural,2024,Crime_Against_Women,Women,855
Karnataka,Bengaluru Urban,2024,Crime_Against_Women,Women,4748
Karnataka,Bidar,2024,Crime_Against_Women,Women,312
Karnataka,Chamarajanagara,2024,Crime_Against_Women,Women,374
Karnataka,Chikkaballapura,2024,Crime_Against_Women,Women,459
Karnataka,Chikkamagaluru,2024,Crime_Against_Women,Women,454
Karnataka,Chitradurga,2024,Crime_Against_Women,Women,784
Karnataka,Dakshina Kannada,2024,Crime_Against_Women,Women,493
Karnataka,Davanagere,2024,Crime_Against_Women,Women,605
Karnataka,Dharwad,2024,Crime_Against_Women,Women,456
Karnataka,Gadag,2024,Crime_Against_Women,Women,159
Karnataka,Hassan,2024,Crime_Against_Women,Women,689
Karnataka,Haveri,2024,Crime_Against_Women,Women,367
Karnataka,Kalaburagi,2024,Crime_Against_Women,Women,623
Karnataka,Kodagu,2024,Crime_Against_Women,Women,215
